X;Y;Attack1;Attack2;Ability;Protect;Jump;Damage;EnemyX;EnemyY;EnemyDamage;moveCode
-1.925315;-3.950018;0;0;0;0;0;0;-2.669586;-3.202713;0;Shoot
-1.925315;-3.950018;0;0;0;0;0;0;-2.669406;-3.175772;0;Shoot
-1.911978;-3.945984;0;0;0;0;0;0;-2.669225;-3.152755;0;Shoot
-1.908627;-3.944807;0;0;0;0;0;0;-2.669044;-3.133662;0;Shoot
-1.908627;-3.944807;0;0;0;1;0;0;-2.669044;-3.133662;0;Punch
-1.906746;-3.947021;0;0;0;1;0;0;-2.668864;-3.118493;0;Punch
-1.906308;-3.947021;0;0;0;1;0;0;-2.677496;-3.115866;0;Punch
-1.905957;-3.947021;0;0;0;1;0;0;-2.686129;-3.117164;0;Punch
-1.905678;-3.947021;0;0;0;1;0;0;-2.694762;-3.122386;0;Punch
-1.905455;-3.947021;0;0;0;1;0;0;-2.703394;-3.131531;0;Punch
-1.905277;-3.947021;0;0;0;1;0;0;-2.712027;-3.144601;0;Punch
-1.905135;-3.947021;0;0;0;1;0;0;-2.711484;-3.171028;0;Punch
-1.905022;-3.947021;0;0;0;1;0;0;-2.710941;-3.201379;0;Punch
-1.904932;-3.947021;0;0;0;1;0;0;-2.710398;-3.235655;0;Punch
-1.90486;-3.947021;0;0;0;1;0;0;-2.709855;-3.273854;0;Punch
-1.904804;-3.947021;0;0;0;1;0;0;-2.709312;-3.315977;0;Punch
-1.904759;-3.947021;0;0;0;1;0;0;-2.708881;-3.3518;0;Punch
-1.904724;-3.947021;0;0;0;1;0;0;-2.70845;-3.391547;0;Punch
-1.904696;-3.947021;0;0;0;1;0;0;-2.708019;-3.435218;0;Punch
-1.904696;-3.947021;0;0;0;1;0;0;-2.707588;-3.482813;0;Punch
-1.904696;-3.947021;0;0;0;1;0;0;-2.707157;-3.534331;0;Punch
-1.904696;-3.947021;0;0;0;0;0;0;-2.698809;-3.588098;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.690461;-3.645788;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.682112;-3.707402;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.673764;-3.77294;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.665416;-3.842402;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.659111;-3.91912;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.652806;-3.999762;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.646501;-3.927368;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.640196;-3.858898;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.633891;-3.794352;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.62735;-3.730816;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.620809;-3.671205;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.614267;-3.615517;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.607726;-3.563754;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.601185;-3.515915;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.605747;-3.466215;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.610309;-3.420439;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.614871;-3.378587;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.619433;-3.340659;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.623996;-3.306655;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.622821;-3.283565;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.621646;-3.264399;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.620471;-3.249157;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.619296;-3.237839;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.618121;-3.230445;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.612474;-3.22571;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.606828;-3.2249;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.601182;-3.228014;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.595535;-3.235052;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.589889;-3.246013;0;Shoot
-1.904696;-3.947021;0;0;0;0;0;0;-2.579353;-3.264935;0;Shoot
-1.904696;-3.947021;0;0;0;1;0;0;-2.568818;-3.287782;0;Punch
-1.892579;-3.942068;0;0;0;1;0;0;-2.558283;-3.314552;0;Punch
-1.88985;-3.940218;0;0;0;1;0;0;-2.547748;-3.345246;0;Punch
-1.888282;-3.941881;0;0;0;1;0;0;-2.537212;-3.379864;0;Punch
-1.887337;-3.947263;0;0;0;1;0;0;-2.529309;-3.409379;0;Punch
-1.886991;-3.947263;0;0;0;1;0;0;-2.521405;-3.442817;0;Punch
-1.886714;-3.947263;0;0;0;1;0;0;-2.513501;-3.480179;0;Punch
-1.886493;-3.947263;0;0;0;1;0;0;-2.505597;-3.521465;0;Punch
-1.886317;-3.947263;0;0;0;1;0;0;-2.497693;-3.566675;0;Punch
-1.886176;-3.947263;0;0;0;1;0;0;-2.489228;-3.619379;0;Punch
-1.886063;-3.947263;0;0;0;1;0;0;-2.480763;-3.676006;0;Punch
-1.885973;-3.947263;0;0;0;1;0;0;-2.472298;-3.736557;0;Punch
-1.885901;-3.947263;0;0;0;1;0;0;-2.463833;-3.801032;0;Punch
-1.885844;-3.947263;0;0;0;1;0;0;-2.455368;-3.869431;0;Punch
-1.885798;-3.947263;0;0;0;1;0;0;-2.456607;-3.949277;0;Punch
-1.885762;-3.947263;0;0;0;1;0;0;-2.457847;-3.880012;0;Punch
-1.885733;-3.947263;0;0;0;1;0;0;-2.459086;-3.81467;0;Punch
-1.885733;-3.947263;0;0;0;0;0;0;-2.459086;-3.81467;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.460325;-3.753253;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.461565;-3.695759;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.450009;-3.630695;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.438454;-3.569555;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.426899;-3.512339;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.415344;-3.459047;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.403789;-3.409679;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.409648;-3.355111;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.415508;-3.304467;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.421367;-3.257746;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.427227;-3.21495;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.433087;-3.176078;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.429947;-3.146628;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.426808;-3.121102;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.423669;-3.099499;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.42053;-3.081821;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.41739;-3.068067;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.41771;-3.07209;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.41803;-3.080037;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.41835;-3.091908;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.418669;-3.107702;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.418989;-3.127421;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.418844;-3.145901;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.418699;-3.168305;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.418553;-3.194633;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.418408;-3.224885;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.418263;-3.259061;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.410285;-3.305865;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.402308;-3.356593;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.394331;-3.411245;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.386353;-3.469821;0;Shoot
-1.885733;-3.947263;0;0;0;0;0;0;-2.378376;-3.532321;0;Punch
-1.885733;-3.947263;0;0;0;0;0;0;-2.392595;-3.594547;0;Shoot
-1.885733;-3.947263;0;0;0;1;0;0;-2.406814;-3.660697;0;Punch
-1.877947;-3.947263;0;0;0;1;0;0;-2.421033;-3.730771;0;Punch
-1.874884;-3.947263;0;0;0;1;0;0;-2.435253;-3.80477;0;Punch
-1.873762;-3.947263;0;0;0;1;0;0;-2.449472;-3.882692;0;Punch
-1.873269;-3.947263;0;0;0;1;0;0;-2.452098;-3.956878;0;Punch
-1.872875;-3.947263;0;0;0;1;0;0;-2.454724;-3.878029;0;Punch
-1.87256;-3.947263;0;0;0;1;0;0;-2.45735;-3.803104;0;Punch
-1.872308;-3.947263;0;0;0;1;0;0;-2.459977;-3.732102;0;Punch
-1.872107;-3.947263;0;0;0;1;0;0;-2.462603;-3.665025;0;Punch
-1.871946;-3.947263;0;0;0;1;0;0;-2.464361;-3.606331;0;Punch
-1.871818;-3.947263;0;0;0;1;0;0;-2.46612;-3.551562;0;Punch
-1.871716;-3.947263;0;0;0;1;0;0;-2.467878;-3.500716;0;Punch
-1.871635;-3.947263;0;0;0;1;0;0;-2.469636;-3.453794;0;Punch
-1.87157;-3.947263;0;0;0;1;0;0;-2.471395;-3.410797;0;Punch
-1.871518;-3.947263;0;0;0;1;0;0;-2.470551;-3.357667;0;Punch
-1.871477;-3.947263;0;0;0;1;0;0;-2.469707;-3.308461;0;Punch
-1.871445;-3.947263;0;0;0;1;0;0;-2.468863;-3.263179;0;Punch
-1.871445;-3.947263;0;0;0;0;0;0;-2.468863;-3.263179;0;Shoot
-1.871419;-3.947263;0;0;0;0;0;0;-2.468019;-3.221821;0;Shoot
-1.871399;-3.947263;0;0;0;0;0;0;-2.467175;-3.184387;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.460877;-3.154457;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.454579;-3.128451;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.448282;-3.106369;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.441984;-3.088211;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.435687;-3.073977;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.44085;-3.069587;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.446013;-3.069122;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.451177;-3.07258;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.45634;-3.079962;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.461504;-3.091269;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.47295;-3.116441;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.484396;-3.145537;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.495842;-3.178557;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.507289;-3.215501;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.518735;-3.256369;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.506661;-3.293811;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.494588;-3.335178;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.482514;-3.380469;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.470441;-3.429683;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.458367;-3.482822;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.45247;-3.528753;0;Shoot
-1.871383;-3.947263;0;0;0;0;0;0;-2.446572;-3.578607;0;Shoot
-1.899814;-3.947263;0;0;0;0;0;0;-2.440674;-3.632385;0;Shoot
-1.909994;-3.944587;0;0;0;0;0;0;-2.434776;-3.690088;0;Shoot
-1.929404;-3.944005;0;0;0;0;0;0;-2.428879;-3.751714;0;Punch
-1.952285;-3.943521;0;0;0;0;0;0;-2.420225;-3.827668;0;Punch
-1.976938;-3.943116;0;0;0;0;0;0;-2.411571;-3.907546;0;Punch
-2.002509;-3.942777;0;0;0;0;0;0;-2.402918;-3.991348;0;Punch
-2.01983;-3.941257;0;0;0;0;0;0;-2.418619;-3.921064;0;Punch
-2.019821;-3.945051;0;0;0;0;0;0;-2.432759;-3.854704;0;Punch
-2.019821;-3.945051;0;0;0;0;0;0;-2.443262;-3.791169;0;Punch
-2.019821;-3.945051;0;0;0;0;0;0;-2.449679;-3.731558;0;Punch
-2.019821;-3.945051;0;0;0;0;0;0;-2.456097;-3.675871;0;Punch
-2.019821;-3.945051;0;0;0;0;0;0;-2.462514;-3.624108;0;Punch
-2.019821;-3.945051;0;0;0;0;0;0;-2.468931;-3.576269;0;Punch
-2.019821;-3.945051;0;0;0;0;0;1;-2.482314;-3.542411;0;Punch
-2.019821;-3.945051;0;0;0;0;0;1;-2.495697;-3.512477;0;Punch
-2.019821;-3.945051;0;0;0;0;0;1;-2.509079;-3.486467;0;Punch
-2.019821;-3.945051;0;0;0;0;0;1;-2.522462;-3.464381;0;Shoot
-2.019821;-3.945051;0;0;0;0;0;1;-2.535845;-3.446219;0;Shoot
-2.019821;-3.945051;0;0;0;0;0;1;-2.543478;-3.421125;0;Shoot
-2.019821;-3.945051;0;0;0;0;0;1;-2.551112;-3.399955;0;Shoot
-2.019821;-3.945051;0;0;0;0;0;1;-2.558746;-3.382709;0;Shoot
-2.019821;-3.945051;0;0;0;0;0;1;-2.56638;-3.369387;0;Shoot
-2.019821;-3.945051;0;0;0;0;0;1;-2.574014;-3.359989;0;Shoot
-2.019821;-3.945051;0;0;0;0;0;1;-2.588345;-3.360296;0;Shoot
-2.019821;-3.945051;0;0;0;0;0;1;-2.602675;-3.364526;0;Shoot
-1.99139;-3.945051;0;0;0;0;0;1;-2.617005;-3.37268;0;Shoot
-1.96296;-3.945051;0;0;0;0;0;1;-2.631336;-3.384759;0;Shoot
-1.93453;-3.945051;0;0;0;0;0;1;-2.645666;-3.400761;0;Shoot
-1.906099;-3.945051;0;0;0;0;0;1;-2.67148;-3.414562;0;Shoot
-1.877669;-3.945051;0;0;0;0;0;1;-2.697294;-3.432288;0;Shoot
-1.849239;-3.945051;0;0;0;0;0;0;-2.723108;-3.453938;0;Shoot
-1.820808;-3.945051;0;0;0;0;0;0;-2.748921;-3.479511;0;Shoot
-1.792378;-3.945051;0;0;0;0;0;0;-2.774735;-3.509009;0;Shoot
-1.763947;-3.945051;0;0;0;0;0;0;-2.774;-3.554081;0;Shoot
-1.735517;-3.945051;0;0;0;0;0;0;-2.773265;-3.603077;0;Shoot
-1.707087;-3.945051;0;0;0;0;0;0;-2.772529;-3.655998;0;Shoot
-1.678656;-3.945051;0;0;0;0;0;0;-2.771794;-3.712842;0;Shoot
-1.650226;-3.945051;0;0;0;0;0;0;-2.771059;-3.773611;0;Shoot
-1.621796;-3.945051;0;0;0;0;0;0;-2.803993;-3.830392;0;Shoot
-1.593365;-3.945051;0;0;0;0;0;0;-2.836927;-3.891097;0;Shoot
-1.564935;-3.945051;0;0;0;0;0;0;-2.869861;-3.955727;0;Shoot
-1.536505;-3.945051;0;0;0;0;0;0;-2.902796;-3.880142;0;Shoot
-1.508074;-3.945051;0;0;0;0;0;0;-2.93573;-3.808481;0;Shoot
-1.479644;-3.945051;0;0;0;0;0;0;-2.94005;-3.728417;0;Shoot
-1.451214;-3.945051;0;0;0;0;0;0;-2.944371;-3.652278;0;Shoot
-1.422783;-3.945051;0;0;0;0;0;0;-2.948692;-3.580062;0;Shoot
-1.394353;-3.945051;0;0;0;0;0;0;-2.953012;-3.51177;0;Shoot
-1.365923;-3.945051;0;0;0;0;0;0;-2.957333;-3.447403;0;Shoot
-1.337492;-3.945051;0;0;0;0;0;0;-2.960013;-3.408554;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-2.962692;-3.373629;0;Shoot
-1.280632;-3.945051;0;0;0;0;0;0;-2.965372;-3.342628;0;Shoot
-1.252201;-3.945051;0;0;0;0;0;0;-2.968052;-3.315551;0;Shoot
-1.252201;-3.945051;0;0;0;0;0;0;-2.970732;-3.292398;0;Shoot
-1.252201;-3.945051;0;0;0;0;0;0;-2.976195;-3.255579;0;Shoot
-1.252201;-3.945051;0;0;0;0;0;0;-2.981659;-3.222684;0;Shoot
-1.252201;-3.945051;0;0;0;0;0;0;-2.987122;-3.193713;0;Shoot
-1.280632;-3.945051;0;0;0;0;0;0;-2.992585;-3.168666;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-2.998049;-3.147543;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.019194;-3.141899;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.04034;-3.140179;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.061486;-3.142384;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.082631;-3.148512;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.103777;-3.158564;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.109122;-3.166851;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.114467;-3.179061;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.119812;-3.195196;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.125157;-3.215255;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.130502;-3.239238;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.133183;-3.271076;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.135865;-3.306837;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.138546;-3.346523;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.141227;-3.390132;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.143909;-3.437666;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.154457;-3.489382;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.165005;-3.545022;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.175553;-3.604586;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.186101;-3.668074;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.196649;-3.735486;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.207031;-3.805275;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.217412;-3.878989;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.227793;-3.956626;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.238175;-3.881228;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.248556;-3.809753;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.248034;-3.748302;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.247511;-3.690775;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.246988;-3.637172;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.246465;-3.587492;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.245942;-3.541737;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.248335;-3.502679;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.250728;-3.467545;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.25312;-3.436335;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.255513;-3.409049;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.257906;-3.385687;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.273221;-3.364747;0;Shoot
-1.309062;-3.945051;0;0;0;0;0;0;-3.288536;-3.347731;0;Shoot
-1.337493;-3.945051;0;0;0;0;0;0;-3.30385;-3.334639;0;Shoot
-1.365923;-3.945051;0;0;0;0;0;0;-3.319165;-3.325472;0;Shoot
-1.394354;-3.945051;0;0;0;0;0;0;-3.33448;-3.320228;0;Shoot
-1.422784;-3.945051;0;0;0;0;0;0;-3.352094;-3.316258;0;Shoot
-1.451215;-3.945051;0;0;0;0;0;0;-3.369708;-3.316212;0;Shoot
-1.479645;-3.945051;0;0;0;0;0;0;-3.387322;-3.32009;0;Shoot
-1.508075;-3.945051;0;0;0;0;0;0;-3.404937;-3.327892;0;Shoot
-1.536506;-3.945051;0;0;0;0;0;0;-3.422551;-3.339618;0;Shoot
-1.564936;-3.945051;0;0;0;0;0;0;-3.431915;-3.344395;0;Shoot
-1.593367;-3.945051;0;0;0;0;0;0;-3.441279;-3.353095;0;Shoot
-1.621797;-3.945051;0;0;0;0;0;0;-3.450643;-3.36572;0;Shoot
-1.650228;-3.945051;0;0;0;0;0;0;-3.460007;-3.382269;0;Shoot
-1.678658;-3.945051;0;0;0;0;0;0;-3.469371;-3.402741;0;Shoot
-1.707089;-3.945051;0;0;0;0;0;0;-3.478284;-3.432222;0;Shoot
-1.735519;-3.945051;0;0;0;0;0;0;-3.487196;-3.465626;0;Shoot
-1.76395;-3.945051;0;0;0;0;0;0;-3.496108;-3.502955;0;Shoot
-1.79238;-3.945051;0;0;0;0;0;0;-3.505021;-3.544208;0;Shoot
-1.820811;-3.945051;0;0;0;0;0;0;-3.513933;-3.589384;0;Shoot
-1.849241;-3.945051;0;0;0;0;0;0;-3.521979;-3.640199;0;Shoot
-1.877671;-3.945051;0;0;0;0;0;0;-3.530025;-3.694937;0;Shoot
-1.906102;-3.945051;0;0;0;0;0;0;-3.538071;-3.7536;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.546117;-3.816187;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.554163;-3.882698;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.566153;-3.948947;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.578143;-3.870008;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.590133;-3.794993;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.602124;-3.723902;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.614114;-3.656735;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.627144;-3.605471;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.640174;-3.558131;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.653204;-3.514715;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.666234;-3.475224;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.679264;-3.439656;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.678529;-3.396665;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.677794;-3.357599;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.677058;-3.322456;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.676323;-3.291237;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.675588;-3.263942;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.689865;-3.241778;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.704142;-3.223537;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.718419;-3.20922;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.732696;-3.198828;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.746973;-3.192359;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.754892;-3.198319;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.762811;-3.208204;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.77073;-3.222013;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.778649;-3.239745;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.786568;-3.261402;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.785833;-3.279446;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.785098;-3.301414;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.784362;-3.327307;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.783627;-3.357123;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.782892;-3.390864;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.795826;-3.427132;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.808761;-3.467325;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.821696;-3.511441;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.83463;-3.559482;0;Shoot
-1.934532;-3.945051;1;0;0;0;0;0;-3.847565;-3.611446;0;Shoot
-1.934532;-3.945051;0;0;0;0;0;0;-3.858489;-3.66335;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.858489;-3.66335;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.869412;-3.719178;0;Shoot
-1.934532;-3.945051;0;1;0;0;0;0;-3.880336;-3.77893;0;Shoot
-1.962963;-3.945051;0;1;0;0;0;0;-3.89126;-3.842607;0;Shoot
-1.991393;-3.945051;0;1;0;0;0;0;-3.902183;-3.910207;0;Shoot
-2.019824;-3.945051;0;1;0;0;0;0;-3.927006;-3.978895;0;Shoot
-2.048254;-3.945051;0;1;0;0;0;0;-3.951828;-3.894547;0;Shoot
-2.076685;-3.945051;0;1;0;0;0;0;-3.97665;-3.814123;0;Shoot
-2.105115;-3.945051;0;1;0;0;0;0;-4.001472;-3.737624;0;Shoot
-2.133546;-3.945051;0;1;0;0;0;0;-4.026295;-3.665048;0;Shoot
-2.161976;-3.945051;0;1;0;0;0;0;-4.043859;-3.606336;0;Shoot
-2.190407;-3.945051;0;1;0;0;0;0;-4.061422;-3.551548;0;Shoot
-2.218837;-3.945051;0;1;0;0;0;0;-4.078986;-3.500684;0;Shoot
-2.247267;-3.945051;0;1;0;0;0;0;-4.09655;-3.453745;0;Shoot
-2.247267;-3.945051;1;0;0;0;0;0;-4.09655;-3.453745;0;Shoot
-2.275698;-3.945051;1;0;0;0;0;0;-4.114114;-3.410729;0;Shoot
-2.304128;-3.945051;1;0;0;0;0;0;-4.126659;-3.366512;0;Shoot
-2.332559;-3.945051;1;0;0;0;0;0;-4.139204;-3.32622;0;Shoot
-2.360989;-3.945051;1;0;0;0;0;0;-4.151749;-3.289851;0;Shoot
-2.38942;-3.945051;1;0;0;0;0;0;-4.164294;-3.257406;0;Shoot
-2.38942;-3.945051;1;0;0;0;0;0;-4.176839;-3.228886;0;Shoot
-2.38942;-3.945051;1;0;0;0;0;0;-4.18277;-3.194073;0;Shoot
-2.38942;-3.945051;1;0;0;0;0;0;-4.1887;-3.163184;0;Shoot
-2.38942;-3.945051;1;0;0;0;0;0;-4.194631;-3.136219;0;Shoot
-2.38942;-3.945051;1;0;0;0;0;0;-4.200561;-3.113178;0;Shoot
-2.38942;-3.945051;1;0;0;0;0;0;-4.206491;-3.094062;0;Shoot
